OrderID,CustomerID,StoreID,OrderDateTime,OrderStatus,PaymentMethodCode,OrderTotalAmount,CreatedAt,ModifiedAt
O0028085,,S006,2025-04-06 14:05:32,Completed,CARD,163181.81,2025-04-06 14:05:32,2025-04-06 14:12:32
O0028086,C004813,S001,2025-06-21 14:04:56,Completed,CARD,108799.52,2025-06-21 14:04:56,2025-06-21 14:10:56
O0028087,C013789,S006,2024-07-17 14:38:51,Completed,CASH,145160.99,2024-07-17 14:38:51,2024-07-17 15:17:51
O0028088,C010076,S012,2024-02-27 15:30:19,Completed,CARD,13035.46,2024-02-27 15:30:19,2024-02-27 18:58:19
O0028089,C001559,S002,2025-10-29 15:09:19,Completed,CARD,213943.06,2025-10-29 15:09:19,2025-10-29 18:58:19
O0028090,C002656,S004,2024-08-02 11:34:23,Completed,WALLET,64837.58,2024-08-02 11:34:23,2024-08-02 13:01:23
O0028091,C005273,S005,2025-12-04 13:23:15,Completed,CARD,17465.58,2025-12-04 13:23:15,2025-12-04 17:03:15
O0028092,C014185,S001,2024-10-21 14:17:56,Completed,CASH,3607.41,2024-10-21 14:17:56,2024-10-21 15:22:56
O0028093,,S001,2025-10-23 21:17:12,Completed,CARD,203358.61,2025-10-23 21:17:12,2025-10-23 22:18:12
O0028094,C012261,S011,2025-09-30 15:13:09,Completed,CASH,57905.59,2025-09-30 15:13:09,2025-09-30 16:17:09
O0028095,C016497,S012,2025-02-20 16:24:11,Completed,CARD,62798.41,2025-02-20 16:24:11,2025-02-20 20:05:11
O0028096,C010733,S012,2024-07-14 20:15:21,Completed,CARD,38705.36,2024-07-14 20:15:21,2024-07-14 23:29:21
O0028097,C014024,S012,2026-02-25 13:58:16,Completed,CARD,14957.49,2026-02-25 13:58:16,2026-02-25 15:32:16
O0028098,C013968,S004,2024-03-12 19:20:14,Completed,CARD,5803.95,2024-03-12 19:20:14,2024-03-12 21:49:14
O0028099,C003422,S006,2026-03-27 17:36:58,Completed,CARD,143723.52,2026-03-27 17:36:58,2026-03-27 19:29:58
O0028100,,S010,2026-01-10 17:31:33,Completed,CASH,61238.91,2026-01-10 17:31:33,2026-01-10 18:15:33
O0028101,C003755,S011,2026-02-06 10:04:39,Completed,CARD,106700.66,2026-02-06 10:04:39,2026-02-06 14:03:39
O0028102,C011934,S004,2024-02-27 10:57:42,Completed,INSTALLMENT,82074.99,2024-02-27 10:57:42,2024-02-27 12:54:42
O0028103,C017249,S011,2024-07-23 18:08:58,Completed,WALLET,58192.29,2024-07-23 18:08:58,2024-07-23 22:04:58
O0028104,C002589,S005,2026-04-08 18:26:57,Completed,WALLET,61776.22,2026-04-08 18:26:57,2026-04-08 20:31:57
O0028105,C008350,S006,2025-01-31 16:29:46,Completed,CARD,154999.08,2025-01-31 16:29:46,2025-01-31 19:32:46
O0028106,C010749,S003,2025-07-18 15:54:05,Completed,CARD,40589.68,2025-07-18 15:54:05,2025-07-18 16:17:05
O0028107,C010411,S009,2025-08-22 12:55:19,Completed,WALLET,96133.82,2025-08-22 12:55:19,2025-08-22 13:41:19
O0028108,C010810,S005,2026-06-25 14:05:59,Completed,CARD,38918.97,2026-06-25 14:05:59,2026-06-25 17:23:59
O0028109,C005919,S006,2025-12-26 17:07:34,Completed,CARD,76142.01,2025-12-26 17:07:34,2025-12-26 18:45:34
O0028110,C019255,S003,2024-11-12 16:54:25,Completed,CARD,23808.79,2024-11-12 16:54:25,2024-11-12 17:33:25
O0028111,C012000,S001,2025-08-22 16:42:52,Completed,CARD,3826.66,2025-08-22 16:42:52,2025-08-22 19:48:52
O0028112,C016338,S008,2024-04-02 19:38:13,Completed,CARD,21458.20,2024-04-02 19:38:13,2024-04-02 23:08:13
O0028113,C014369,S003,2025-01-02 17:29:47,Completed,CARD,35806.23,2025-01-02 17:29:47,2025-01-02 21:01:47
O0028114,C009257,S005,2026-07-21 12:42:15,Completed,CARD,232957.70,2026-07-21 12:42:15,2026-07-21 15:27:15
O0028115,C002780,S012,2025-05-12 11:03:12,Completed,CARD,163288.17,2025-05-12 11:03:12,2025-05-12 13:51:12
O0028116,C014822,S005,2026-07-26 15:29:03,Completed,CARD,106624.28,2026-07-26 15:29:03,2026-07-26 15:54:03
O0028117,C019651,S003,2026-05-08 16:35:29,Completed,WALLET,71826.62,2026-05-08 16:35:29,2026-05-08 19:20:29
O0028118,C006568,S006,2024-08-14 14:06:34,Completed,CARD,31494.42,2024-08-14 14:06:34,2024-08-14 15:09:34
O0028119,C012466,S003,2026-05-20 17:34:05,Completed,CARD,169305.65,2026-05-20 17:34:05,2026-05-20 21:20:05
O0028120,C016331,S005,2025-08-06 17:19:24,Completed,CARD,157486.78,2025-08-06 17:19:24,2025-08-06 20:38:24
O0028121,C005583,S012,2024-06-17 10:16:20,Completed,CARD,75566.29,2024-06-17 10:16:20,2024-06-17 13:03:20
O0028122,C011673,S008,2025-11-19 14:30:08,Completed,CARD,13708.00,2025-11-19 14:30:08,2025-11-19 17:54:08
O0028123,C000215,S006,2025-10-04 15:13:56,Returned,CASH,70323.22,2025-10-04 15:13:56,2025-10-04 15:26:56
O0028124,C012681,S001,2024-05-27 16:43:20,Completed,CARD,153796.00,2024-05-27 16:43:20,2024-05-27 19:44:20
O0028125,C006264,S004,2025-11-05 19:01:25,Completed,CARD,95542.31,2025-11-05 19:01:25,2025-11-05 21:58:25
O0028126,C019922,S006,2026-02-08 21:04:23,Returned,CARD,6250.50,2026-02-08 21:04:23,2026-02-08 22:22:23
O0028127,C006056,S011,2025-05-04 14:44:14,Completed,INSTALLMENT,112486.37,2025-05-04 14:44:14,2025-05-04 16:25:14
O0028128,C008718,S010,2024-07-16 15:36:44,Completed,CARD,24608.43,2024-07-16 15:36:44,2024-07-16 18:52:44
O0028129,C005587,S005,2025-11-04 20:59:59,Completed,CARD,81238.98,2025-11-04 20:59:59,2025-11-05 00:57:59
O0028130,C011972,S005,2026-05-12 11:11:27,Completed,INSTALLMENT,22065.58,2026-05-12 11:11:27,2026-05-12 12:54:27
O0028131,C004564,S011,2024-07-16 20:13:40,Completed,CARD,33966.71,2024-07-16 20:13:40,2024-07-16 21:48:40
O0028132,C015894,S005,2026-06-09 21:51:41,Completed,CASH,51191.97,2026-06-09 21:51:41,2026-06-09 22:01:41
O0028133,C010603,S003,2024-02-28 20:22:24,Completed,CARD,4162.87,2024-02-28 20:22:24,2024-02-28 22:49:24
O0028134,C004550,S005,2025-10-06 19:55:41,Returned,CARD,50356.50,2025-10-06 19:55:41,2025-10-06 21:42:41
O0028135,C008523,S011,2025-02-04 20:58:14,Completed,CARD,142039.19,2025-02-04 20:58:14,2025-02-04 21:49:14
O0028136,C000060,S001,2024-05-15 14:27:58,Completed,CARD,58751.63,2024-05-15 14:27:58,2024-05-15 17:46:58
O0028137,C009414,S001,2024-05-26 15:57:44,Completed,CARD,20035.98,2024-05-26 15:57:44,2024-05-26 19:11:44
O0028138,C010010,S009,2026-02-22 13:59:56,Completed,CASH,55995.30,2026-02-22 13:59:56,2026-02-22 17:34:56
O0028139,C002769,S001,2025-06-09 19:47:29,Completed,CARD,9263.14,2025-06-09 19:47:29,2025-06-09 23:30:29
O0028140,C007200,S005,2026-01-30 12:14:24,Completed,CARD,206888.07,2026-01-30 12:14:24,2026-01-30 13:00:24
O0028141,C008101,S012,2025-04-27 18:45:23,Completed,CARD,110021.12,2025-04-27 18:45:23,2025-04-27 20:29:23
O0028142,C010164,S007,2026-02-17 12:36:04,Completed,CARD,11417.88,2026-02-17 12:36:04,2026-02-17 13:53:04
O0028143,C004676,S003,2026-05-06 19:33:41,Cancelled,WALLET,68473.69,2026-05-06 19:33:41,2026-05-06 21:24:41
O0028144,C000394,S003,2025-03-11 20:15:38,Completed,WALLET,10029.63,2025-03-11 20:15:38,2025-03-11 23:59:38
O0028145,C005291,S004,2026-06-30 18:45:09,Completed,WALLET,296329.45,2026-06-30 18:45:09,2026-06-30 22:13:09
O0028146,C007512,S002,2025-10-11 17:02:27,Completed,CARD,16700.68,2025-10-11 17:02:27,2025-10-11 18:06:27
O0028147,C001308,S001,2026-05-19 13:18:33,Completed,CASH,105138.01,2026-05-19 13:18:33,2026-05-19 14:43:33
O0028148,C005976,S007,2024-09-12 17:47:28,Completed,CARD,65754.36,2024-09-12 17:47:28,2024-09-12 21:41:28
O0028149,C015670,S002,2025-01-21 19:16:38,Completed,CARD,135843.80,2025-01-21 19:16:38,2025-01-21 22:35:38
O0028150,C004197,S004,2025-06-30 13:45:10,Completed,CASH,19917.31,2025-06-30 13:45:10,2025-06-30 14:44:10
O0028151,C003838,S006,2024-10-27 14:15:24,Completed,CARD,33758.72,2024-10-27 14:15:24,2024-10-27 16:22:24
O0028152,C006919,S005,2024-04-04 21:42:41,Completed,CARD,95029.65,2024-04-04 21:42:41,2024-04-04 22:39:41
O0028153,C013125,S010,2024-08-28 21:47:08,Completed,WALLET,5058.36,2024-08-28 21:47:08,2024-08-29 00:24:08
O0028154,C018642,S007,2024-03-15 16:50:06,Completed,CARD,49781.07,2024-03-15 16:50:06,2024-03-15 16:58:06
O0028155,C007749,S004,2025-07-31 20:53:17,Completed,CARD,117472.50,2025-07-31 20:53:17,2025-08-01 00:00:17
O0028156,C016845,S012,2024-06-21 20:38:43,Completed,CARD,42183.50,2024-06-21 20:38:43,2024-06-21 21:49:43
O0028157,C019639,S006,2025-10-02 20:36:14,Completed,INSTALLMENT,73343.72,2025-10-02 20:36:14,2025-10-02 21:13:14
O0028158,C012513,S009,2025-09-26 18:34:12,Completed,CASH,31043.74,2025-09-26 18:34:12,2025-09-26 21:41:12
O0028159,C013213,S012,2025-05-22 15:42:36,Completed,INSTALLMENT,106745.71,2025-05-22 15:42:36,2025-05-22 18:03:36
O0028160,C002973,S009,2025-10-03 19:38:30,Completed,CARD,36873.13,2025-10-03 19:38:30,2025-10-03 22:32:30
O0028161,C014537,S007,2025-10-07 21:55:15,Completed,CARD,2068.50,2025-10-07 21:55:15,2025-10-08 00:41:15
O0028162,C007066,S012,2026-04-27 14:28:41,Completed,CARD,46103.99,2026-04-27 14:28:41,2026-04-27 18:15:41
O0028163,C008450,S011,2024-09-01 18:32:11,Completed,CARD,110235.99,2024-09-01 18:32:11,2024-09-01 21:38:11
O0028164,C011483,S007,2026-01-13 12:17:12,Cancelled,CARD,150601.80,2026-01-13 12:17:12,2026-01-13 16:04:12
O0028165,C002064,S012,2024-09-09 20:34:21,Completed,CARD,65533.32,2024-09-09 20:34:21,2024-09-09 23:24:21
O0028166,C017192,S010,2024-07-28 21:20:55,Completed,CARD,147575.57,2024-07-28 21:20:55,2024-07-28 23:03:55
O0028167,C011943,S010,2025-12-15 15:38:12,Completed,CARD,5865.46,2025-12-15 15:38:12,2025-12-15 18:16:12
O0028168,C015060,S006,2026-04-30 11:16:19,Completed,CARD,137253.83,2026-04-30 11:16:19,2026-04-30 14:45:19
O0028169,C000487,S004,2026-01-22 18:37:15,Completed,CASH,40210.54,2026-01-22 18:37:15,2026-01-22 21:33:15
O0028170,C012908,S008,2025-01-16 14:02:06,Completed,WALLET,122683.26,2025-01-16 14:02:06,2025-01-16 16:38:06
O0028171,C001494,S011,2025-09-17 16:27:53,Completed,CASH,106572.12,2025-09-17 16:27:53,2025-09-17 19:42:53
O0028172,C014217,S007,2025-06-21 20:19:42,Pending,CARD,71830.90,2025-06-21 20:19:42,2025-06-21 22:43:42
O0028173,C015408,S008,2026-07-17 21:11:46,Completed,CARD,56297.98,2026-07-17 21:11:46,2026-07-17 23:56:46
O0028174,C014170,S002,2026-03-05 16:53:37,Completed,CARD,40234.70,2026-03-05 16:53:37,2026-03-05 18:27:37
O0028175,C005532,S012,2024-06-14 17:46:14,Completed,CARD,8218.27,2024-06-14 17:46:14,2024-06-14 19:25:14
O0028176,C015220,S012,2024-12-20 11:48:13,Completed,CARD,7735.48,2024-12-20 11:48:13,2024-12-20 13:09:13
O0028177,C002327,S011,2024-03-24 19:38:34,Completed,CASH,76670.88,2024-03-24 19:38:34,2024-03-24 19:54:34
O0028178,C001745,S011,2025-06-01 20:29:36,Completed,WALLET,55889.06,2025-06-01 20:29:36,2025-06-01 22:43:36
O0028179,C007117,S002,2026-06-30 14:33:44,Completed,WALLET,64923.99,2026-06-30 14:33:44,2026-06-30 17:31:44
O0028180,C012510,S004,2025-10-07 18:32:09,Completed,CARD,64193.99,2025-10-07 18:32:09,2025-10-07 19:51:09
O0028181,C012071,S010,2026-06-14 17:20:41,Completed,CARD,33555.24,2026-06-14 17:20:41,2026-06-14 21:18:41
O0028182,C011326,S004,2025-04-24 16:10:57,Completed,CARD,10555.99,2025-04-24 16:10:57,2025-04-24 17:20:57
O0028183,C004245,S006,2025-05-17 12:04:29,Completed,CARD,27845.80,2025-05-17 12:04:29,2025-05-17 13:22:29
O0028184,C001857,S003,2024-08-14 18:38:45,Completed,CASH,36808.21,2024-08-14 18:38:45,2024-08-14 21:42:45
O0028185,C013193,S006,2025-01-18 13:40:22,Completed,CASH,28189.64,2025-01-18 13:40:22,2025-01-18 15:18:22
O0028186,C002033,S004,2024-04-12 21:10:32,Completed,CARD,160854.06,2024-04-12 21:10:32,2024-04-13 00:54:32
O0028187,C002611,S009,2026-03-16 19:00:49,Completed,CARD,62486.01,2026-03-16 19:00:49,2026-03-16 22:07:49
O0028188,C018481,S011,2025-12-30 16:18:34,Completed,CARD,6614.54,2025-12-30 16:18:34,2025-12-30 16:50:34
O0028189,C012309,S005,2024-09-09 13:29:39,Completed,CASH,47255.52,2024-09-09 13:29:39,2024-09-09 15:05:39
O0028190,C009062,S005,2024-01-27 18:54:04,Completed,WALLET,5267.06,2024-01-27 18:54:04,2024-01-27 21:35:04
O0028191,C016548,S003,2025-07-27 19:58:40,Completed,INSTALLMENT,53066.08,2025-07-27 19:58:40,2025-07-27 20:56:40
O0028192,C010241,S010,2025-08-07 17:09:27,Completed,CARD,89320.18,2025-08-07 17:09:27,2025-08-07 20:58:27
O0028193,C002964,S004,2024-01-03 19:57:56,Completed,CARD,55230.72,2024-01-03 19:57:56,2024-01-03 23:09:56
O0028194,C011670,S002,2024-10-28 10:03:56,Completed,CARD,172079.61,2024-10-28 10:03:56,2024-10-28 11:06:56
O0028195,C010602,S007,2025-02-12 19:00:30,Completed,CARD,34271.34,2025-02-12 19:00:30,2025-02-12 21:43:30
O0028196,C007651,S002,2025-06-22 15:00:30,Completed,INSTALLMENT,56268.50,2025-06-22 15:00:30,2025-06-22 15:52:30
O0028197,C019802,S009,2024-03-21 16:45:22,Completed,CASH,38717.64,2024-03-21 16:45:22,2024-03-21 20:33:22
O0028198,C000307,S008,2024-05-20 21:26:40,Completed,WALLET,31342.52,2024-05-20 21:26:40,2024-05-20 21:37:40
O0028199,C006592,S003,2024-10-12 18:29:24,Completed,CARD,106380.12,2024-10-12 18:29:24,2024-10-12 21:05:24
O0028200,C002813,S010,2025-09-08 16:47:25,Completed,WALLET,29786.38,2025-09-08 16:47:25,2025-09-08 16:53:25
O0028201,C017033,S002,2024-11-10 16:31:27,Pending,CARD,10428.08,2024-11-10 16:31:27,2024-11-10 17:38:27
O0028202,C011673,S011,2025-10-21 19:28:56,Completed,CARD,132441.55,2025-10-21 19:28:56,2025-10-21 21:29:56
O0028203,C002395,S008,2026-02-25 20:02:19,Completed,CARD,75990.10,2026-02-25 20:02:19,2026-02-25 22:01:19
O0028204,C016645,S002,2024-03-11 17:52:08,Completed,INSTALLMENT,66053.83,2024-03-11 17:52:08,2024-03-11 20:46:08
O0028205,C010206,S002,2026-07-16 19:43:31,Completed,CASH,94709.71,2026-07-16 19:43:31,2026-07-16 20:25:31
O0028206,C007678,S008,2025-05-13 16:10:44,Completed,CARD,36694.79,2025-05-13 16:10:44,2025-05-13 17:27:44
O0028207,,S012,2025-10-22 13:57:53,Completed,CARD,68295.57,2025-10-22 13:57:53,2025-10-22 14:53:53
O0028208,C016047,S005,2025-09-07 19:21:49,Completed,CASH,128248.21,2025-09-07 19:21:49,2025-09-07 21:48:49
O0028209,C011908,S003,2024-07-17 21:08:40,Returned,CASH,62973.91,2024-07-17 21:08:40,2024-07-17 23:41:40
O0028210,C005020,S008,2026-05-12 12:23:01,Completed,CASH,87779.47,2026-05-12 12:23:01,2026-05-12 12:28:01
O0028211,C018900,S009,2024-12-31 12:46:30,Completed,CARD,116062.82,2024-12-31 12:46:30,2024-12-31 15:42:30
O0028212,C008259,S002,2024-07-19 17:45:34,Completed,CARD,257714.37,2024-07-19 17:45:34,2024-07-19 21:03:34
O0028213,C000711,S009,2026-03-16 15:21:04,Completed,CASH,25815.38,2026-03-16 15:21:04,2026-03-16 17:31:04
O0028214,C007529,S003,2024-02-04 16:46:38,Completed,CARD,156149.46,2024-02-04 16:46:38,2024-02-04 20:33:38
O0028215,C011539,S010,2026-06-22 17:40:24,Completed,CASH,96553.15,2026-06-22 17:40:24,2026-06-22 20:47:24
O0028216,C003071,S012,2025-09-11 19:17:34,Completed,CASH,73175.60,2025-09-11 19:17:34,2025-09-11 19:33:34
O0028217,C011655,S005,2026-07-17 13:54:03,Completed,CARD,63184.95,2026-07-17 13:54:03,2026-07-17 15:27:03
O0028218,C007445,S011,2026-02-26 19:56:35,Completed,CASH,68169.73,2026-02-26 19:56:35,2026-02-26 20:39:35
O0028219,C006176,S005,2025-07-08 21:13:22,Completed,CASH,138088.46,2025-07-08 21:13:22,2025-07-08 21:29:22
O0028220,C007679,S012,2024-08-14 16:00:34,Completed,CARD,454.10,2024-08-14 16:00:34,2024-08-14 17:02:34
O0028221,,S008,2024-02-15 14:51:53,Completed,CARD,338358.23,2024-02-15 14:51:53,2024-02-15 15:34:53
O0028222,C017181,S012,2024-04-27 13:18:11,Completed,CARD,34232.28,2024-04-27 13:18:11,2024-04-27 14:06:11
O0028223,C016900,S006,2025-05-18 20:39:24,Completed,CASH,112775.60,2025-05-18 20:39:24,2025-05-18 21:04:24
O0028224,C018299,S006,2025-07-29 13:27:35,Completed,CARD,301401.03,2025-07-29 13:27:35,2025-07-29 17:04:35
O0028225,C001112,S003,2024-05-09 14:49:36,Pending,CARD,126720.22,2024-05-09 14:49:36,2024-05-09 18:18:36
O0028226,C004967,S001,2024-10-15 20:59:04,Completed,CARD,54807.29,2024-10-15 20:59:04,2024-10-15 22:23:04
O0028227,C001495,S010,2025-05-17 18:08:34,Completed,CARD,149808.05,2025-05-17 18:08:34,2025-05-17 20:04:34
O0028228,C017629,S007,2024-03-07 11:20:01,Completed,CARD,28771.88,2024-03-07 11:20:01,2024-03-07 11:52:01
O0028229,C001895,S011,2024-03-05 11:52:31,Completed,CASH,176819.02,2024-03-05 11:52:31,2024-03-05 12:28:31
O0028230,C011708,S005,2024-11-04 18:08:11,Completed,CARD,133395.56,2024-11-04 18:08:11,2024-11-04 19:06:11
O0028231,C009934,S006,2025-08-24 13:01:50,Completed,CASH,43321.03,2025-08-24 13:01:50,2025-08-24 15:57:50
O0028232,C005696,S001,2025-03-29 16:07:21,Completed,WALLET,160311.13,2025-03-29 16:07:21,2025-03-29 17:03:21
O0028233,C001316,S007,2026-01-15 16:35:32,Completed,INSTALLMENT,26082.53,2026-01-15 16:35:32,2026-01-15 20:06:32
O0028234,C000079,S003,2025-08-05 20:12:22,Completed,CASH,131042.17,2025-08-05 20:12:22,2025-08-05 20:44:22
O0028235,C006866,S007,2026-07-07 19:24:29,Completed,CASH,85596.73,2026-07-07 19:24:29,2026-07-07 22:31:29
O0028236,C005550,S012,2026-05-05 10:58:19,Completed,WALLET,164816.48,2026-05-05 10:58:19,2026-05-05 13:06:19
O0028237,,S001,2024-04-20 18:47:11,Completed,CARD,6242.27,2024-04-20 18:47:11,2024-04-20 20:14:11
O0028238,C001214,S012,2025-11-26 14:56:43,Completed,INSTALLMENT,75182.46,2025-11-26 14:56:43,2025-11-26 18:21:43
O0028239,C015651,S003,2025-09-08 21:09:06,Completed,CARD,215363.20,2025-09-08 21:09:06,2025-09-09 00:41:06
O0028240,,S005,2024-07-20 14:57:18,Completed,CASH,117741.38,2024-07-20 14:57:18,2024-07-20 16:10:18
O0028241,C019272,S007,2025-02-17 13:44:46,Completed,CARD,25002.11,2025-02-17 13:44:46,2025-02-17 16:32:46
O0028242,C013737,S001,2025-03-19 17:49:40,Completed,CARD,159987.38,2025-03-19 17:49:40,2025-03-19 20:32:40
O0028243,C013239,S012,2025-06-16 15:41:00,Completed,CARD,150872.98,2025-06-16 15:41:00,2025-06-16 16:39:00
O0028244,C018377,S002,2024-08-06 18:00:46,Completed,CASH,7279.15,2024-08-06 18:00:46,2024-08-06 21:14:46
O0028245,C019894,S002,2025-10-22 15:17:35,Completed,CARD,9554.66,2025-10-22 15:17:35,2025-10-22 17:25:35
O0028246,C001362,S010,2024-06-14 13:11:52,Completed,CARD,100912.47,2024-06-14 13:11:52,2024-06-14 15:20:52
O0028247,,S012,2024-08-31 20:15:37,Completed,WALLET,48148.23,2024-08-31 20:15:37,2024-08-31 22:42:37
O0028248,C015327,S005,2024-04-07 12:49:19,Pending,CARD,55422.43,2024-04-07 12:49:19,2024-04-07 13:22:19
O0028249,C018269,S011,2026-06-05 17:16:11,Completed,CARD,91418.31,2026-06-05 17:16:11,2026-06-05 20:57:11
O0028250,C015884,S012,2026-05-20 13:10:08,Completed,WALLET,82216.68,2026-05-20 13:10:08,2026-05-20 14:20:08
O0028251,,S008,2025-12-26 15:44:17,Completed,CARD,12328.03,2025-12-26 15:44:17,2025-12-26 18:03:17
O0028252,C016580,S011,2024-01-29 19:28:48,Completed,CARD,36849.88,2024-01-29 19:28:48,2024-01-29 20:58:48
O0028253,C001641,S010,2025-02-11 19:20:41,Completed,CARD,65132.37,2025-02-11 19:20:41,2025-02-11 20:02:41
O0028254,C009196,S007,2025-09-13 16:34:21,Completed,CASH,137802.74,2025-09-13 16:34:21,2025-09-13 20:06:21
O0028255,C011302,S007,2025-08-21 15:52:47,Completed,CARD,65204.29,2025-08-21 15:52:47,2025-08-21 17:13:47
O0028256,C006917,S001,2025-11-18 13:41:54,Completed,CARD,16428.28,2025-11-18 13:41:54,2025-11-18 16:42:54
O0028257,C018281,S009,2024-01-20 13:40:22,Completed,WALLET,143567.95,2024-01-20 13:40:22,2024-01-20 14:08:22
O0028258,C004720,S006,2024-02-20 21:07:39,Cancelled,CASH,61829.55,2024-02-20 21:07:39,2024-02-21 01:03:39
O0028259,C015885,S010,2026-03-09 14:46:56,Completed,CARD,49589.25,2026-03-09 14:46:56,2026-03-09 17:20:56
O0028260,C016659,S011,2024-10-28 18:43:15,Completed,CASH,177357.40,2024-10-28 18:43:15,2024-10-28 22:22:15
O0028261,C013487,S011,2024-01-02 15:06:16,Completed,WALLET,176894.88,2024-01-02 15:06:16,2024-01-02 17:24:16
O0028262,C019047,S011,2026-04-07 15:28:19,Completed,CARD,100654.86,2026-04-07 15:28:19,2026-04-07 17:19:19
O0028263,C009916,S005,2025-05-15 17:40:20,Completed,CARD,6863.89,2025-05-15 17:40:20,2025-05-15 20:51:20
O0028264,C001427,S001,2024-11-05 19:52:45,Completed,INSTALLMENT,38306.73,2024-11-05 19:52:45,2024-11-05 21:56:45
O0028265,C001278,S012,2025-01-30 19:45:44,Completed,CARD,48399.34,2025-01-30 19:45:44,2025-01-30 21:41:44
O0028266,C006628,S003,2025-11-19 15:22:07,Completed,CASH,11633.71,2025-11-19 15:22:07,2025-11-19 16:47:07
O0028267,C013261,S005,2025-07-30 18:26:22,Completed,CARD,276166.60,2025-07-30 18:26:22,2025-07-30 19:33:22
O0028268,C016170,S007,2026-05-26 14:33:11,Completed,CARD,99538.97,2026-05-26 14:33:11,2026-05-26 15:50:11
O0028269,C006215,S009,2024-09-05 12:03:33,Completed,CASH,84706.87,2024-09-05 12:03:33,2024-09-05 12:57:33
O0028270,C018786,S008,2025-09-09 18:14:06,Completed,CARD,145392.39,2025-09-09 18:14:06,2025-09-09 21:18:06
O0028271,C000678,S008,2024-07-26 13:27:01,Completed,WALLET,76193.45,2024-07-26 13:27:01,2024-07-26 15:57:01
O0028272,C005056,S007,2024-02-22 19:24:36,Completed,CARD,29352.34,2024-02-22 19:24:36,2024-02-22 23:01:36
O0028273,C008679,S007,2026-02-04 11:50:24,Completed,CARD,199029.17,2026-02-04 11:50:24,2026-02-04 15:10:24
O0028274,C013298,S004,2024-07-12 17:17:48,Completed,CASH,16519.26,2024-07-12 17:17:48,2024-07-12 19:11:48
O0028275,C013480,S004,2024-06-28 11:39:42,Cancelled,CARD,116186.74,2024-06-28 11:39:42,2024-06-28 14:16:42
O0028276,C013678,S005,2026-07-17 20:18:08,Completed,CARD,32501.07,2026-07-17 20:18:08,2026-07-17 22:14:08
O0028277,C011045,S008,2024-04-16 10:51:17,Returned,CASH,123110.65,2024-04-16 10:51:17,2024-04-16 12:56:17
O0028278,C012816,S002,2026-04-09 20:19:09,Completed,CARD,39065.53,2026-04-09 20:19:09,2026-04-09 21:19:09
O0028279,C018898,S006,2024-08-06 14:37:49,Completed,CARD,56618.93,2024-08-06 14:37:49,2024-08-06 17:37:49
O0028280,C000479,S004,2024-09-01 11:43:01,Completed,CASH,9808.41,2024-09-01 11:43:01,2024-09-01 15:26:01
O0028281,C010629,S001,2024-04-28 11:49:49,Completed,CARD,68811.73,2024-04-28 11:49:49,2024-04-28 15:41:49
O0028282,C016948,S004,2025-09-01 18:48:09,Completed,WALLET,60827.73,2025-09-01 18:48:09,2025-09-01 19:33:09
O0028283,C010684,S005,2025-06-01 11:40:17,Completed,CARD,172147.39,2025-06-01 11:40:17,2025-06-01 15:10:17
O0028284,C002355,S009,2025-02-01 18:57:33,Completed,CASH,2414.92,2025-02-01 18:57:33,2025-02-01 21:41:33
O0028285,C002424,S010,2025-07-08 20:00:01,Completed,CARD,88340.49,2025-07-08 20:00:01,2025-07-08 21:56:01
O0028286,C006405,S001,2025-02-04 17:01:36,Completed,INSTALLMENT,7394.48,2025-02-04 17:01:36,2025-02-04 20:40:36
O0028287,C000364,S004,2025-01-14 17:11:03,Cancelled,CARD,49117.58,2025-01-14 17:11:03,2025-01-14 19:56:03
O0028288,,S004,2026-05-04 20:22:22,Completed,CARD,46005.01,2026-05-04 20:22:22,2026-05-04 20:23:22
O0028289,C012197,S009,2025-08-09 17:56:31,Completed,CARD,27250.84,2025-08-09 17:56:31,2025-08-09 20:49:31
O0028290,C004634,S003,2025-11-16 17:38:17,Completed,CARD,178575.67,2025-11-16 17:38:17,2025-11-16 17:43:17
O0028291,C001970,S005,2024-05-05 12:42:13,Completed,CARD,35292.56,2024-05-05 12:42:13,2024-05-05 15:21:13
O0028292,C014311,S008,2025-07-24 11:30:54,Completed,WALLET,12191.70,2025-07-24 11:30:54,2025-07-24 15:25:54
O0028293,,S011,2025-12-29 16:50:25,Completed,INSTALLMENT,97709.56,2025-12-29 16:50:25,2025-12-29 19:27:25
O0028294,C015627,S008,2024-08-27 20:42:06,Returned,CASH,106463.07,2024-08-27 20:42:06,2024-08-28 00:30:06
O0028295,C008274,S011,2024-12-17 13:56:21,Completed,CARD,85772.35,2024-12-17 13:56:21,2024-12-17 14:29:21
O0028296,C015967,S008,2025-12-04 17:23:55,Completed,CARD,137829.23,2025-12-04 17:23:55,2025-12-04 18:07:55
O0028297,C017377,S012,2025-03-11 21:22:00,Completed,CARD,69794.75,2025-03-11 21:22:00,2025-03-11 23:38:00
O0028298,C016926,S001,2024-03-12 10:32:51,Completed,CARD,4468.91,2024-03-12 10:32:51,2024-03-12 10:44:51
O0028299,C006041,S004,2026-06-19 15:12:02,Completed,CASH,105056.17,2026-06-19 15:12:02,2026-06-19 17:43:02
O0028300,C015749,S001,2025-11-25 20:06:05,Completed,CASH,13830.59,2025-11-25 20:06:05,2025-11-25 23:21:05
