MovementID,WarehouseID,ProductID,MovementType,QuantityChange,MovementDateTime,ReferenceNo,CreatedAt
38793,WH02,P0280,RECEIPT,35,2025-12-04 07:02:46,REF795042,2025-12-04 07:02:46
38794,WH01,P0134,ISSUE_TO_STORE,-34,2025-05-18 13:26:46,REF852513,2025-05-18 13:26:46
38795,WH01,P0090,RECEIPT,61,2025-06-09 01:37:21,REF392590,2025-06-09 01:37:21
38796,WH02,P0091,ISSUE_TO_STORE,-65,2025-05-13 11:25:48,REF844184,2025-05-13 11:25:48
38797,WH02,P0124,ISSUE_TO_STORE,-30,2025-07-14 00:15:56,REF992779,2025-07-14 00:15:56
38798,WH02,P0154,TRANSFER_OUT,-60,2025-12-20 01:09:37,REF989309,2025-12-20 01:09:37
38799,WH02,P0199,TRANSFER_OUT,-53,2025-08-22 06:27:39,REF746667,2025-08-22 06:27:39
38800,WH01,P0286,RECEIPT,17,2025-03-01 23:56:06,REF111517,2025-03-01 23:56:06
38801,WH02,P0261,TRANSFER_OUT,-6,2025-03-04 10:01:46,REF136604,2025-03-04 10:01:46
38802,WH01,P0121,ISSUE_TO_STORE,-41,2026-04-23 18:42:52,REF185602,2026-04-23 18:42:52
38803,WH02,P0085,RECEIPT,36,2025-08-18 02:33:21,REF321707,2025-08-18 02:33:21
38804,WH01,P0109,ADJUSTMENT_OUT,-5,2025-07-10 20:42:56,REF166200,2025-07-10 20:42:56
38805,WH01,P0018,RECEIPT,30,2026-04-03 06:17:03,REF860078,2026-04-03 06:17:03
38806,WH02,P0221,TRANSFER_OUT,-31,2025-11-03 14:06:28,REF694880,2025-11-03 14:06:28
38807,WH01,P0241,ISSUE_TO_STORE,-53,2025-01-20 04:06:49,REF315560,2025-01-20 04:06:49
38808,WH02,P0208,ISSUE_TO_STORE,-44,2025-06-15 20:53:47,REF189879,2025-06-15 20:53:47
38809,WH01,P0009,ISSUE_TO_STORE,-60,2026-01-22 05:52:46,REF963071,2026-01-22 05:52:46
38810,WH02,P0254,TRANSFER_IN,28,2025-12-12 23:55:08,REF664772,2025-12-12 23:55:08
38811,WH01,P0145,ISSUE_TO_STORE,-39,2025-07-14 18:51:12,REF569580,2025-07-14 18:51:12
38812,WH02,P0223,ISSUE_TO_STORE,-35,2025-04-29 19:04:55,REF945366,2025-04-29 19:04:55
38813,WH01,P0161,ISSUE_TO_STORE,-20,2025-12-06 08:17:05,REF891935,2025-12-06 08:17:05
38814,WH02,P0300,ISSUE_TO_STORE,-14,2025-03-29 21:32:30,REF797776,2025-03-29 21:32:30
38815,WH02,P0251,ISSUE_TO_STORE,-4,2025-06-18 17:55:58,REF875113,2025-06-18 17:55:58
38816,WH01,P0230,ISSUE_TO_STORE,-12,2025-08-22 04:34:24,REF736839,2025-08-22 04:34:24
38817,WH01,P0255,ISSUE_TO_STORE,-56,2025-07-13 07:21:09,REF577548,2025-07-13 07:21:09
38818,WH02,P0307,ISSUE_TO_STORE,-13,2026-04-21 03:20:04,REF758230,2026-04-21 03:20:04
38819,WH01,P0216,ISSUE_TO_STORE,-60,2026-06-12 10:50:55,REF747626,2026-06-12 10:50:55
38820,WH02,P0087,RECEIPT,64,2025-10-24 10:02:17,REF677432,2025-10-24 10:02:17
38821,WH01,P0257,RECEIPT,43,2025-01-13 15:43:19,REF994108,2025-01-13 15:43:19
38822,WH02,P0257,RECEIPT,43,2025-11-13 23:57:41,REF285377,2025-11-13 23:57:41
38823,WH01,P0243,ISSUE_TO_STORE,-30,2025-06-09 12:15:46,REF469876,2025-06-09 12:15:46
38824,WH01,P0035,RETURN_TO_VENDOR,-40,2026-05-18 19:16:12,REF805719,2026-05-18 19:16:12
38825,WH02,P0260,TRANSFER_IN,31,2026-06-22 13:41:11,REF708568,2026-06-22 13:41:11
38826,WH01,P0233,ISSUE_TO_STORE,-10,2025-06-11 22:40:08,REF778001,2025-06-11 22:40:08
38827,WH01,P0093,TRANSFER_OUT,-69,2025-04-22 18:00:39,REF323804,2025-04-22 18:00:39
38828,WH01,P0045,TRANSFER_IN,18,2026-05-21 09:43:42,REF933446,2026-05-21 09:43:42
38829,WH02,P0140,TRANSFER_IN,29,2025-08-09 21:43:57,REF890834,2025-08-09 21:43:57
38830,WH02,P0139,ADJUSTMENT_OUT,-6,2025-08-07 14:13:08,REF743397,2025-08-07 14:13:08
38831,WH01,P0120,ISSUE_TO_STORE,-22,2026-05-20 20:56:19,REF327798,2026-05-20 20:56:19
38832,WH01,P0186,ISSUE_TO_STORE,-21,2026-01-15 13:08:42,REF731435,2026-01-15 13:08:42
38833,WH02,P0118,TRANSFER_OUT,-26,2025-07-30 21:34:35,REF245718,2025-07-30 21:34:35
38834,WH01,P0251,TRANSFER_OUT,-20,2025-06-20 08:11:33,REF345124,2025-06-20 08:11:33
38835,WH02,P0282,ADJUSTMENT_IN,1,2026-03-03 23:21:13,REF410968,2026-03-03 23:21:13
38836,WH02,P0220,ISSUE_TO_STORE,-60,2026-01-31 18:04:01,REF205395,2026-01-31 18:04:01
38837,WH01,P0022,ISSUE_TO_STORE,-36,2026-02-27 10:56:40,REF577048,2026-02-27 10:56:40
38838,WH01,P0150,ISSUE_TO_STORE,-46,2025-01-05 14:21:53,REF182439,2025-01-05 14:21:53
38839,WH01,P0080,ISSUE_TO_STORE,-44,2025-09-25 16:42:07,REF899770,2025-09-25 16:42:07
38840,WH01,P0147,RECEIPT,1,2026-03-21 14:52:11,REF480258,2026-03-21 14:52:11
38841,WH02,P0140,ISSUE_TO_STORE,-56,2025-03-17 11:56:28,REF432482,2025-03-17 11:56:28
38842,WH01,P0016,RECEIPT,58,2026-02-05 12:48:11,REF431441,2026-02-05 12:48:11
38843,WH02,P0162,ISSUE_TO_STORE,-11,2025-08-26 11:38:36,REF558430,2025-08-26 11:38:36
38844,WH01,P0159,ISSUE_TO_STORE,-14,2026-05-09 08:10:59,REF223459,2026-05-09 08:10:59
38845,WH02,P0081,ISSUE_TO_STORE,-58,2025-11-23 19:21:03,REF947054,2025-11-23 19:21:03
38846,WH02,P0223,ISSUE_TO_STORE,-29,2025-01-07 07:31:42,REF375984,2025-01-07 07:31:42
38847,WH02,P0011,ADJUSTMENT_OUT,-55,2026-01-05 13:24:05,REF942516,2026-01-05 13:24:05
38848,WH02,P0022,ISSUE_TO_STORE,-63,2026-03-17 00:02:27,REF937560,2026-03-17 00:02:27
38849,WH01,P0310,ISSUE_TO_STORE,-27,2026-03-17 15:31:48,REF102378,2026-03-17 15:31:48
38850,WH02,P0005,ADJUSTMENT_IN,8,2025-06-03 00:44:39,REF106812,2025-06-03 00:44:39
38851,WH02,P0308,ISSUE_TO_STORE,-57,2026-06-23 10:59:19,REF633325,2026-06-23 10:59:19
38852,WH02,P0037,RECEIPT,12,2026-06-26 01:15:24,REF426519,2026-06-26 01:15:24
38853,WH01,P0310,ADJUSTMENT_OUT,-27,2026-02-22 03:57:22,REF882349,2026-02-22 03:57:22
38854,WH02,P0202,RECEIPT,42,2025-07-28 22:27:04,REF996326,2025-07-28 22:27:04
38855,WH02,P0295,ISSUE_TO_STORE,-65,2025-09-21 18:29:53,REF311306,2025-09-21 18:29:53
38856,WH02,P0312,TRANSFER_IN,33,2025-09-16 14:26:57,REF936144,2025-09-16 14:26:57
38857,WH01,P0239,RECEIPT,41,2025-12-22 20:11:05,REF693582,2025-12-22 20:11:05
38858,WH01,P0050,ISSUE_TO_STORE,-45,2025-11-30 09:11:51,REF966227,2025-11-30 09:11:51
38859,WH01,P0164,TRANSFER_IN,7,2026-03-07 05:34:15,REF342163,2026-03-07 05:34:15
38860,WH02,P0054,TRANSFER_IN,3,2025-09-30 08:39:35,REF209243,2025-09-30 08:39:35
38861,WH01,P0119,ISSUE_TO_STORE,-38,2026-05-10 02:42:36,REF237158,2026-05-10 02:42:36
38862,WH02,P0242,TRANSFER_IN,5,2025-02-13 08:43:03,REF208126,2025-02-13 08:43:03
38863,WH02,P0039,RECEIPT,4,2026-01-08 19:23:20,REF582719,2026-01-08 19:23:20
38864,WH02,P0231,RECEIPT,2,2025-11-07 08:40:02,REF142813,2025-11-07 08:40:02
38865,WH02,P0067,ADJUSTMENT_IN,3,2025-08-08 08:16:55,REF189827,2025-08-08 08:16:55
38866,WH01,P0067,RECEIPT,18,2026-07-27 07:32:20,REF280990,2026-07-27 07:32:20
38867,WH01,P0233,RECEIPT,7,2025-04-20 15:09:42,REF390502,2025-04-20 15:09:42
38868,WH01,P0212,TRANSFER_IN,29,2026-07-22 19:43:04,REF308927,2026-07-22 19:43:04
38869,WH01,P0185,RETURN_TO_VENDOR,-22,2025-02-01 21:52:43,REF720543,2025-02-01 21:52:43
38870,WH01,P0067,ISSUE_TO_STORE,-36,2025-11-15 09:52:10,REF249537,2025-11-15 09:52:10
38871,WH02,P0145,ADJUSTMENT_OUT,-17,2025-04-23 06:09:22,REF140264,2025-04-23 06:09:22
38872,WH02,P0152,RECEIPT,32,2026-04-09 16:28:57,REF343665,2026-04-09 16:28:57
38873,WH02,P0090,ISSUE_TO_STORE,-4,2025-10-14 16:16:22,REF189784,2025-10-14 16:16:22
38874,WH02,P0155,RETURN_TO_VENDOR,-39,2025-08-05 13:44:00,REF380884,2025-08-05 13:44:00
38875,WH02,P0185,RECEIPT,8,2025-05-09 03:22:25,REF280510,2025-05-09 03:22:25
38876,WH02,P0159,ISSUE_TO_STORE,-63,2025-02-11 01:30:01,REF471052,2025-02-11 01:30:01
38877,WH01,P0008,ISSUE_TO_STORE,-3,2025-03-20 14:05:07,REF724254,2025-03-20 14:05:07
38878,WH01,P0255,ADJUSTMENT_IN,8,2025-05-17 16:20:15,REF517772,2025-05-17 16:20:15
38879,WH02,P0048,ISSUE_TO_STORE,-29,2025-08-13 10:26:52,REF276208,2025-08-13 10:26:52
38880,WH01,P0072,TRANSFER_OUT,-35,2025-11-21 07:13:54,REF900113,2025-11-21 07:13:54
38881,WH02,P0152,ADJUSTMENT_IN,33,2026-03-18 07:52:14,REF426153,2026-03-18 07:52:14
38882,WH01,P0085,ISSUE_TO_STORE,-38,2025-06-24 20:28:59,REF765765,2025-06-24 20:28:59
38883,WH01,P0007,ADJUSTMENT_IN,18,2025-04-02 21:50:23,REF517000,2025-04-02 21:50:23
38884,WH01,P0286,ISSUE_TO_STORE,-52,2026-07-12 15:44:29,REF897525,2026-07-12 15:44:29
38885,WH02,P0051,TRANSFER_IN,49,2025-09-06 13:20:41,REF634295,2025-09-06 13:20:41
38886,WH02,P0002,ISSUE_TO_STORE,-51,2026-04-12 03:47:54,REF761942,2026-04-12 03:47:54
38887,WH02,P0231,RETURN_TO_VENDOR,-19,2025-10-05 17:29:56,REF339192,2025-10-05 17:29:56
38888,WH02,P0031,RECEIPT,30,2026-02-22 07:39:32,REF579519,2026-02-22 07:39:32
38889,WH02,P0112,ISSUE_TO_STORE,-40,2025-03-08 00:53:52,REF326695,2025-03-08 00:53:52
38890,WH01,P0004,TRANSFER_IN,23,2026-04-10 17:51:14,REF239344,2026-04-10 17:51:14
38891,WH01,P0116,ADJUSTMENT_IN,34,2026-01-26 14:18:11,REF646964,2026-01-26 14:18:11
38892,WH02,P0132,ISSUE_TO_STORE,-13,2025-02-24 22:21:20,REF549804,2025-02-24 22:21:20
38893,WH02,P0224,ISSUE_TO_STORE,-42,2025-08-12 05:15:26,REF155708,2025-08-12 05:15:26
38894,WH01,P0203,RECEIPT,13,2025-10-24 05:47:12,REF953028,2025-10-24 05:47:12
38895,WH01,P0160,RECEIPT,62,2026-07-01 14:56:28,REF812435,2026-07-01 14:56:28
38896,WH02,P0246,RECEIPT,26,2025-10-26 10:36:02,REF874648,2025-10-26 10:36:02
38897,WH01,P0089,TRANSFER_IN,53,2025-09-09 18:36:40,REF712067,2025-09-09 18:36:40
38898,WH01,P0317,ISSUE_TO_STORE,-25,2025-11-14 22:57:36,REF984013,2025-11-14 22:57:36
38899,WH01,P0043,TRANSFER_OUT,-14,2025-08-20 04:41:39,REF546410,2025-08-20 04:41:39
38900,WH01,P0016,TRANSFER_IN,12,2025-03-14 08:00:58,REF991124,2025-03-14 08:00:58
38901,WH02,P0097,TRANSFER_IN,64,2026-01-15 09:23:12,REF378055,2026-01-15 09:23:12
38902,WH02,P0293,RETURN_TO_VENDOR,-31,2025-10-28 16:04:27,REF365479,2025-10-28 16:04:27
38903,WH02,P0134,TRANSFER_OUT,-25,2025-08-05 17:40:41,REF399597,2025-08-05 17:40:41
38904,WH02,P0066,ISSUE_TO_STORE,-9,2025-03-01 05:13:19,REF894147,2025-03-01 05:13:19
38905,WH01,P0269,TRANSFER_IN,33,2026-05-08 17:50:11,REF351010,2026-05-08 17:50:11
38906,WH01,P0170,RECEIPT,32,2025-10-06 07:08:15,REF647478,2025-10-06 07:08:15
38907,WH01,P0305,TRANSFER_OUT,-64,2025-10-19 07:23:30,REF493859,2025-10-19 07:23:30
38908,WH02,P0085,RECEIPT,51,2025-02-07 01:58:54,REF402797,2025-02-07 01:58:54
38909,WH01,P0221,TRANSFER_IN,16,2025-12-18 00:31:23,REF140038,2025-12-18 00:31:23
38910,WH01,P0149,TRANSFER_IN,37,2026-05-24 17:22:50,REF846999,2026-05-24 17:22:50
38911,WH01,P0166,ISSUE_TO_STORE,-34,2025-02-28 09:04:07,REF109777,2025-02-28 09:04:07
38912,WH01,P0178,TRANSFER_OUT,-61,2025-03-25 09:21:36,REF704376,2025-03-25 09:21:36
38913,WH01,P0096,ISSUE_TO_STORE,-40,2026-03-04 14:58:18,REF907876,2026-03-04 14:58:18
38914,WH02,P0158,RECEIPT,27,2025-11-20 23:20:44,REF911952,2025-11-20 23:20:44
38915,WH01,P0191,RECEIPT,1,2025-01-26 00:21:11,REF531809,2025-01-26 00:21:11
38916,WH01,P0032,ADJUSTMENT_IN,26,2025-12-31 00:11:50,REF544987,2025-12-31 00:11:50
38917,WH02,P0250,TRANSFER_OUT,-24,2025-07-30 17:30:15,REF815581,2025-07-30 17:30:15
38918,WH02,P0209,ISSUE_TO_STORE,-12,2025-11-26 00:17:44,REF126944,2025-11-26 00:17:44
38919,WH01,P0023,ISSUE_TO_STORE,-36,2025-08-23 05:26:09,REF163592,2025-08-23 05:26:09
38920,WH02,P0014,TRANSFER_IN,68,2026-02-28 06:47:45,REF955242,2026-02-28 06:47:45
38921,WH02,P0119,TRANSFER_OUT,-20,2026-02-28 07:52:47,REF195019,2026-02-28 07:52:47
38922,WH01,P0175,ISSUE_TO_STORE,-62,2026-07-26 22:47:30,REF516007,2026-07-26 22:47:30
38923,WH01,P0304,RETURN_TO_VENDOR,-6,2025-11-08 07:33:51,REF188594,2025-11-08 07:33:51
38924,WH01,P0286,ISSUE_TO_STORE,-68,2026-05-31 03:19:38,REF697988,2026-05-31 03:19:38
38925,WH01,P0166,TRANSFER_OUT,-60,2025-01-22 05:10:51,REF855608,2025-01-22 05:10:51
38926,WH02,P0241,RETURN_TO_VENDOR,-57,2025-04-02 00:26:03,REF277875,2025-04-02 00:26:03
38927,WH02,P0096,ISSUE_TO_STORE,-62,2026-06-05 00:31:56,REF529414,2026-06-05 00:31:56
38928,WH02,P0021,TRANSFER_IN,11,2025-09-24 02:46:08,REF553832,2025-09-24 02:46:08
38929,WH02,P0228,TRANSFER_OUT,-62,2026-07-26 01:00:20,REF656770,2026-07-26 01:00:20
38930,WH01,P0290,ISSUE_TO_STORE,-24,2026-05-15 22:57:55,REF856391,2026-05-15 22:57:55
38931,WH02,P0313,ISSUE_TO_STORE,-55,2026-01-29 16:41:02,REF893815,2026-01-29 16:41:02
38932,WH02,P0006,ISSUE_TO_STORE,-2,2026-07-03 22:43:53,REF641969,2026-07-03 22:43:53
38933,WH01,P0089,RECEIPT,60,2025-07-23 18:28:14,REF764465,2025-07-23 18:28:14
38934,WH01,P0131,ISSUE_TO_STORE,-67,2025-07-11 14:28:46,REF458849,2025-07-11 14:28:46
38935,WH02,P0081,RECEIPT,26,2025-01-20 17:23:36,REF154229,2025-01-20 17:23:36
38936,WH01,P0051,RECEIPT,45,2026-05-06 05:03:32,REF428524,2026-05-06 05:03:32
38937,WH01,P0280,RECEIPT,45,2026-02-22 04:43:41,REF546862,2026-02-22 04:43:41
38938,WH01,P0080,ISSUE_TO_STORE,-49,2026-05-25 02:19:06,REF198689,2026-05-25 02:19:06
38939,WH01,P0247,TRANSFER_IN,31,2025-07-17 14:07:14,REF415646,2025-07-17 14:07:14
38940,WH01,P0275,ISSUE_TO_STORE,-61,2025-01-02 20:50:12,REF214167,2025-01-02 20:50:12
38941,WH01,P0006,RECEIPT,44,2026-04-19 14:43:52,REF206495,2026-04-19 14:43:52
38942,WH01,P0318,ISSUE_TO_STORE,-23,2025-09-22 19:01:27,REF459682,2025-09-22 19:01:27
38943,WH02,P0116,ISSUE_TO_STORE,-1,2026-04-13 17:14:11,REF125210,2026-04-13 17:14:11
38944,WH01,P0102,ISSUE_TO_STORE,-66,2026-07-24 22:33:03,REF574619,2026-07-24 22:33:03
38945,WH02,P0059,TRANSFER_IN,44,2025-02-11 01:33:42,REF478227,2025-02-11 01:33:42
38946,WH01,P0071,ISSUE_TO_STORE,-39,2025-08-28 12:04:33,REF868602,2025-08-28 12:04:33
38947,WH02,P0011,RECEIPT,65,2025-04-07 00:13:44,REF406582,2025-04-07 00:13:44
38948,WH02,P0259,TRANSFER_OUT,-63,2025-07-26 19:38:43,REF816635,2025-07-26 19:38:43
38949,WH01,P0095,RECEIPT,29,2025-07-05 22:30:07,REF963839,2025-07-05 22:30:07
38950,WH02,P0306,TRANSFER_OUT,-13,2026-06-30 19:36:30,REF493381,2026-06-30 19:36:30
38951,WH01,P0287,ADJUSTMENT_OUT,-64,2026-07-14 20:45:10,REF700746,2026-07-14 20:45:10
38952,WH02,P0318,RECEIPT,52,2025-05-11 05:58:14,REF192152,2025-05-11 05:58:14
38953,WH01,P0077,TRANSFER_IN,11,2025-03-30 04:29:45,REF394964,2025-03-30 04:29:45
38954,WH02,P0266,RECEIPT,38,2026-05-05 12:01:12,REF338425,2026-05-05 12:01:12
38955,WH01,P0151,TRANSFER_IN,12,2025-04-19 03:26:49,REF422532,2025-04-19 03:26:49
38956,WH02,P0260,ISSUE_TO_STORE,-45,2025-01-26 10:19:59,REF159345,2025-01-26 10:19:59
38957,WH02,P0129,ISSUE_TO_STORE,-26,2025-02-20 21:42:53,REF589482,2025-02-20 21:42:53
38958,WH01,P0119,TRANSFER_IN,14,2025-07-29 12:09:22,REF753954,2025-07-29 12:09:22
38959,WH02,P0058,ISSUE_TO_STORE,-39,2025-02-21 00:28:52,REF135328,2025-02-21 00:28:52
38960,WH02,P0153,RECEIPT,38,2025-03-14 04:09:36,REF597439,2025-03-14 04:09:36
38961,WH02,P0004,TRANSFER_IN,20,2026-04-08 16:19:50,REF420980,2026-04-08 16:19:50
38962,WH01,P0219,ISSUE_TO_STORE,-50,2026-01-29 15:40:55,REF779897,2026-01-29 15:40:55
38963,WH01,P0078,ADJUSTMENT_OUT,-47,2026-05-04 07:55:20,REF589143,2026-05-04 07:55:20
38964,WH01,P0087,RECEIPT,69,2025-09-04 12:07:35,REF780146,2025-09-04 12:07:35
38965,WH01,P0246,RECEIPT,20,2025-11-17 02:53:15,REF351482,2025-11-17 02:53:15
38966,WH01,P0225,ISSUE_TO_STORE,-13,2025-07-13 12:49:45,REF644421,2025-07-13 12:49:45
38967,WH02,P0243,TRANSFER_OUT,-59,2025-01-02 08:41:49,REF247840,2025-01-02 08:41:49
38968,WH01,P0092,ISSUE_TO_STORE,-50,2025-04-01 18:49:34,REF309036,2025-04-01 18:49:34
38969,WH01,P0012,RECEIPT,60,2025-04-08 04:20:17,REF585504,2025-04-08 04:20:17
38970,WH02,P0112,ISSUE_TO_STORE,-68,2025-02-21 23:38:20,REF186325,2025-02-21 23:38:20
38971,WH02,P0082,TRANSFER_IN,56,2026-06-26 08:50:41,REF977364,2026-06-26 08:50:41
38972,WH01,P0067,ADJUSTMENT_IN,33,2025-11-24 10:44:30,REF427840,2025-11-24 10:44:30
38973,WH01,P0221,ISSUE_TO_STORE,-32,2025-07-02 22:06:41,REF857315,2025-07-02 22:06:41
38974,WH02,P0118,ISSUE_TO_STORE,-48,2025-01-25 12:39:12,REF187818,2025-01-25 12:39:12
38975,WH02,P0037,ADJUSTMENT_IN,9,2025-09-17 20:26:18,REF265792,2025-09-17 20:26:18
38976,WH01,P0159,ISSUE_TO_STORE,-38,2025-09-22 22:58:38,REF176809,2025-09-22 22:58:38
38977,WH02,P0280,ADJUSTMENT_OUT,-62,2026-01-04 19:23:08,REF954760,2026-01-04 19:23:08
38978,WH01,P0247,ADJUSTMENT_OUT,-46,2026-01-27 23:46:40,REF141366,2026-01-27 23:46:40
38979,WH01,P0035,RECEIPT,48,2025-03-09 14:46:36,REF519788,2025-03-09 14:46:36
38980,WH01,P0151,RECEIPT,4,2025-06-22 09:56:41,REF147306,2025-06-22 09:56:41
38981,WH02,P0285,TRANSFER_IN,56,2026-05-17 12:13:54,REF665963,2026-05-17 12:13:54
38982,WH02,P0305,ISSUE_TO_STORE,-43,2025-06-22 08:12:58,REF418669,2025-06-22 08:12:58
38983,WH02,P0149,ADJUSTMENT_IN,32,2025-10-17 19:36:31,REF386988,2025-10-17 19:36:31
38984,WH01,P0049,RECEIPT,35,2026-07-12 01:12:19,REF507457,2026-07-12 01:12:19
38985,WH01,P0066,TRANSFER_OUT,-6,2025-06-29 13:02:48,REF732939,2025-06-29 13:02:48
38986,WH02,P0192,ADJUSTMENT_IN,21,2025-07-26 17:46:45,REF619712,2025-07-26 17:46:45
38987,WH01,P0314,ISSUE_TO_STORE,-38,2025-01-13 03:32:34,REF761867,2025-01-13 03:32:34
38988,WH02,P0054,ISSUE_TO_STORE,-31,2025-08-18 03:47:40,REF938410,2025-08-18 03:47:40
38989,WH02,P0079,ADJUSTMENT_OUT,-56,2026-07-07 03:04:16,REF966785,2026-07-07 03:04:16
38990,WH02,P0043,ISSUE_TO_STORE,-64,2025-03-28 21:42:11,REF427032,2025-03-28 21:42:11
38991,WH02,P0204,ISSUE_TO_STORE,-2,2025-12-23 18:07:34,REF148015,2025-12-23 18:07:34
38992,WH01,P0253,TRANSFER_IN,57,2025-07-04 22:51:40,REF104811,2025-07-04 22:51:40
38993,WH01,P0260,RETURN_TO_VENDOR,-9,2025-08-22 21:05:20,REF390790,2025-08-22 21:05:20
38994,WH02,P0078,ISSUE_TO_STORE,-36,2025-05-17 21:03:17,REF321010,2025-05-17 21:03:17
38995,WH01,P0158,ADJUSTMENT_IN,60,2025-06-13 14:25:05,REF624384,2025-06-13 14:25:05
38996,WH01,P0300,TRANSFER_OUT,-37,2025-07-09 16:59:56,REF764296,2025-07-09 16:59:56
38997,WH01,P0240,RECEIPT,9,2026-04-02 08:54:22,REF388718,2026-04-02 08:54:22
38998,WH01,P0005,ISSUE_TO_STORE,-8,2025-07-18 18:06:37,REF134887,2025-07-18 18:06:37
38999,WH02,P0123,RECEIPT,43,2025-08-21 12:04:35,REF921647,2025-08-21 12:04:35
39000,WH01,P0236,ADJUSTMENT_OUT,-14,2026-07-06 15:39:54,REF715596,2026-07-06 15:39:54
39001,WH01,P0285,ISSUE_TO_STORE,-66,2025-02-08 19:52:51,REF920965,2025-02-08 19:52:51
39002,WH02,P0036,TRANSFER_IN,47,2025-05-19 01:44:06,REF308339,2025-05-19 01:44:06
39003,WH02,P0316,TRANSFER_IN,34,2025-12-30 00:17:38,REF255471,2025-12-30 00:17:38
39004,WH02,P0014,ISSUE_TO_STORE,-68,2026-07-30 13:42:02,REF296376,2026-07-30 13:42:02
39005,WH02,P0231,RECEIPT,23,2025-10-10 18:56:11,REF613644,2025-10-10 18:56:11
39006,WH02,P0128,ISSUE_TO_STORE,-18,2025-09-29 04:35:34,REF613334,2025-09-29 04:35:34
39007,WH02,P0199,TRANSFER_IN,49,2026-06-24 15:47:07,REF238833,2026-06-24 15:47:07
39008,WH02,P0139,ISSUE_TO_STORE,-43,2025-08-08 21:13:59,REF788379,2025-08-08 21:13:59
39009,WH02,P0135,TRANSFER_OUT,-43,2025-02-28 21:48:33,REF738329,2025-02-28 21:48:33
39010,WH01,P0009,ISSUE_TO_STORE,-22,2026-07-17 01:32:11,REF156684,2026-07-17 01:32:11
39011,WH01,P0009,ISSUE_TO_STORE,-46,2026-06-05 09:44:56,REF323621,2026-06-05 09:44:56
39012,WH01,P0051,TRANSFER_IN,29,2026-06-18 17:17:04,REF743917,2026-06-18 17:17:04
39013,WH02,P0205,ISSUE_TO_STORE,-46,2025-03-13 20:37:25,REF913606,2025-03-13 20:37:25
39014,WH02,P0102,ADJUSTMENT_IN,51,2026-02-04 22:41:54,REF182658,2026-02-04 22:41:54
39015,WH01,P0197,ISSUE_TO_STORE,-35,2025-04-10 01:34:42,REF967822,2025-04-10 01:34:42
39016,WH01,P0018,ISSUE_TO_STORE,-21,2026-07-18 02:49:37,REF864734,2026-07-18 02:49:37
39017,WH01,P0301,RECEIPT,48,2025-02-24 12:20:11,REF850006,2025-02-24 12:20:11
39018,WH02,P0216,RETURN_TO_VENDOR,-48,2026-05-31 15:22:00,REF943616,2026-05-31 15:22:00
39019,WH02,P0047,ISSUE_TO_STORE,-25,2025-03-19 18:02:03,REF735167,2025-03-19 18:02:03
39020,WH02,P0314,ISSUE_TO_STORE,-56,2025-03-28 09:06:05,REF667666,2025-03-28 09:06:05
39021,WH02,P0072,RECEIPT,49,2026-05-28 01:04:04,REF646090,2026-05-28 01:04:04
39022,WH01,P0089,TRANSFER_IN,15,2025-02-18 00:30:04,REF578265,2025-02-18 00:30:04
39023,WH01,P0292,RECEIPT,56,2026-04-20 21:42:58,REF702267,2026-04-20 21:42:58
39024,WH01,P0137,RECEIPT,65,2025-04-23 00:47:36,REF189421,2025-04-23 00:47:36
39025,WH02,P0053,ISSUE_TO_STORE,-45,2025-06-25 22:29:00,REF932796,2025-06-25 22:29:00
39026,WH01,P0165,ISSUE_TO_STORE,-63,2025-11-12 10:10:20,REF282273,2025-11-12 10:10:20
39027,WH01,P0102,RETURN_TO_VENDOR,-53,2026-07-13 12:18:28,REF950487,2026-07-13 12:18:28
39028,WH01,P0088,RECEIPT,6,2025-12-20 16:10:00,REF757624,2025-12-20 16:10:00
39029,WH02,P0055,RECEIPT,67,2026-05-08 19:05:32,REF558206,2026-05-08 19:05:32
39030,WH02,P0042,RECEIPT,19,2026-04-02 05:12:45,REF573669,2026-04-02 05:12:45
39031,WH01,P0102,RECEIPT,10,2026-04-08 07:53:22,REF190566,2026-04-08 07:53:22
39032,WH02,P0131,ADJUSTMENT_OUT,-35,2025-06-17 09:18:19,REF172136,2025-06-17 09:18:19
39033,WH01,P0263,RECEIPT,44,2026-07-16 06:47:59,REF316702,2026-07-16 06:47:59
39034,WH02,P0160,RECEIPT,2,2026-07-16 21:58:13,REF598420,2026-07-16 21:58:13
39035,WH01,P0176,ISSUE_TO_STORE,-63,2025-07-21 01:22:23,REF327446,2025-07-21 01:22:23
39036,WH01,P0037,ISSUE_TO_STORE,-1,2025-06-05 22:08:00,REF157992,2025-06-05 22:08:00
39037,WH01,P0225,ISSUE_TO_STORE,-69,2025-10-08 20:44:13,REF530710,2025-10-08 20:44:13
39038,WH01,P0127,ADJUSTMENT_OUT,-26,2025-11-19 18:28:31,REF769999,2025-11-19 18:28:31
39039,WH02,P0017,ADJUSTMENT_OUT,-4,2026-04-18 08:29:26,REF621067,2026-04-18 08:29:26
39040,WH01,P0283,ISSUE_TO_STORE,-10,2026-02-06 10:21:46,REF546617,2026-02-06 10:21:46
39041,WH01,P0192,RECEIPT,44,2025-04-27 12:44:41,REF395598,2025-04-27 12:44:41
39042,WH01,P0197,ISSUE_TO_STORE,-29,2025-06-14 03:57:56,REF690525,2025-06-14 03:57:56
